,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
572,교육·키즈,집나간 물건에게서 전화가 왔다. 스마트 네임스티커 - 누구꺼 -,주식회사 아이티코지,27%,"275,550원",,39,35,집나간 물건에게서 전화가 옵니다.,2018.08.29-2018.09.30,"1,000,000원"
573,교육·키즈,*알파껨카드* 아이들을 영어로 고문하지 말고 영어로 놀게 해주세요.,알파껨카드-제이코,26%,"130,500원",,15,9,"영어를 공부로 인식 싫어하고 어려워하는 아이들에게 영어는 놀이, 게임 즐거운 시간이라는 인식을 알파껨카드로 전파하고 싶습니다.",2019.07.01-2019.07.31,"500,000원"
574,교육·키즈,[국내최초] 기념일을 새롭게 기념하다 - 그날신문,그날앤신문,26%,"260,000원",,18,21,"""다른이에게는 평범한 일상의 하루지만, 우리에게 그날은 인생 최대의 날이었어요."" 여러분의 잊을수 없는 기념일이 더욱 빛나도록 그날신문이 가장 쉽고 특별한 방법을  소개합니다.",2019.09.09-2019.10.13,"1,000,000원"
575,교육·키즈,진짜 드론전문가가 되기 위한 실전 교육! 창공 드론아카데미!,(주)창공무인항공,25%,"500,000원",,3,16,교육에서 진로 컨설팅까지!,2018.07.24-2018.08.31,"2,000,000원"
576,교육·키즈,"[앵콜] 홈스쿨링 파닉스, DoPhonics!",주식회사 두각,25%,"257,000원",,6,14,"내 아이가 평생 함께 해야 할 영어, 첫 단추를 잘 끼워야 두려워하지 않게 됩니다.",2020.03.18-2020.04.01,"1,000,000원"
577,교육·키즈,캐릭터와 놀면서 코딩을 배워볼까?  캐릭보드!,메이크위드(주),23%,"946,000원",,22,31,"아두이노, 3D모델링/프린팅을 통한 STEAM 교육 교재입니다.",2017.04.28-2017.05.31,"4,000,000원"
578,교육·키즈,"손가락움직임 편한 영유아 ""손가락 빨기 교정기""케어썸/CareThumb",(주)모비유,23%,"464,000원",,26,13,"손가락 빨기 교정기구 ""케어썸/CareThumb"".사랑스런 아이의 건강, 안전, 편안함을 위한 디자인!!",2018.01.23-2018.03.04,"2,000,000원"
579,교육·키즈,아기동백 멜리와 함께 떠나는 부산여행,이지은 (이지은),23%,"239,000원",,29,5,나무에서 굴러떨어진 아기동백꽃 '멜리의 모험'. 알록달록 부산 곳곳을 여행하는 동화책과 굿즈들을 만나보세요!,2020.03.20-2020.04.20,"1,000,000원"
580,교육·키즈,북아트 놀이로 배우는 영어 ,북아트연구소 책다움,23%,"116,800원",,14,13,책을  만들고 만든것을 가지도 놀면서 영어와 친숙해 질 수 있는  북아트놀이 영어교육입니다. 만들고 그리고 놀이와 영어를 함께 하며  창의력과 풍부한 상상력을 키워 보세요.,2020.06.29-2020.08.21,"500,000원"
581,교육·키즈,"내 방 가득 채우는 나만의 부산, 부산컬러링맵",올드뉴스,23%,"235,000원",,12,13,"남녀노소 다양한 사람들이 부산의 특징과 역사, 지역의 이야기를 귀엽고 재미있게 이해하길 바라는 마음으로 부산여행컬러링지도를 제작하게 되었습니다 :)",2019.09.10-2019.09.29,"1,000,000원"
